Loading pretrained model weights selectively (backbone)
----------
epoch 1
1/849, train_loss: 0.7788
213/849, train_loss: 0.7842
214/849, train_loss: 0.7080
215/849, train_loss: 0.6230
216/849, train_loss: 0.7441
217/849, train_loss: 0.6460
218/849, train_loss: 0.7505
219/849, train_loss: 0.7610
220/849, train_loss: 0.6797
221/849, train_loss: 0.5957
222/849, train_loss: 0.6401
223/849, train_loss: 0.6228
224/849, train_loss: 0.6792
225/849, train_loss: 0.6816
226/849, train_loss: 0.7288
227/849, train_loss: 0.7161
228/849, train_loss: 0.7046
229/849, train_loss: 0.7432
230/849, train_loss: 0.6594
231/849, train_loss: 0.6929
232/849, train_loss: 0.7075
233/849, train_loss: 0.6938
234/849, train_loss: 0.7625
235/849, train_loss: 0.6501
236/849, train_loss: 0.7693
237/849, train_loss: 0.6653
238/849, train_loss: 0.7119
239/849, train_loss: 0.7102
240/849, train_loss: 0.6929
241/849, train_loss: 0.7224
242/849, train_loss: 0.6707
243/849, train_loss: 0.7236
244/849, train_loss: 0.7212
245/849, train_loss: 0.7419
246/849, train_loss: 0.7212
247/849, train_loss: 0.6980
248/849, train_loss: 0.6807
249/849, train_loss: 0.7297
250/849, train_loss: 0.6790
251/849, train_loss: 0.6377
252/849, train_loss: 0.7085
253/849, train_loss: 0.6370
254/849, train_loss: 0.5789
255/849, train_loss: 0.6052
256/849, train_loss: 0.5759
257/849, train_loss: 0.5750
258/849, train_loss: 0.5298
259/849, train_loss: 0.7134
260/849, train_loss: 0.9028
261/849, train_loss: 0.6943
262/849, train_loss: 0.7032
263/849, train_loss: 0.4658
264/849, train_loss: 0.4675
265/849, train_loss: 0.4303
266/849, train_loss: 1.0620
267/849, train_loss: 0.7521
268/849, train_loss: 0.6410
269/849, train_loss: 0.6938
270/849, train_loss: 0.7653
271/849, train_loss: 1.0659
272/849, train_loss: 0.7610
273/849, train_loss: 0.7677
274/849, train_loss: 0.4365
275/849, train_loss: 0.9827
276/849, train_loss: 0.5475
277/849, train_loss: 0.9722
278/849, train_loss: 0.6876
279/849, train_loss: 0.7639
280/849, train_loss: 0.7061
281/849, train_loss: 0.7788
282/849, train_loss: 0.5154
283/849, train_loss: 0.8823
284/849, train_loss: 0.7927
285/849, train_loss: 0.7886
286/849, train_loss: 0.7161
287/849, train_loss: 0.7080
288/849, train_loss: 0.5928
289/849, train_loss: 0.8015
290/849, train_loss: 0.8171
291/849, train_loss: 0.6260
292/849, train_loss: 0.5764
293/849, train_loss: 0.6040
294/849, train_loss: 0.6384
295/849, train_loss: 0.6904
296/849, train_loss: 0.7861
297/849, train_loss: 0.7676
298/849, train_loss: 0.6541
299/849, train_loss: 0.7434
300/849, train_loss: 0.6843
301/849, train_loss: 0.7134
302/849, train_loss: 0.7925
303/849, train_loss: 0.6873
304/849, train_loss: 0.7117
305/849, train_loss: 0.6697
306/849, train_loss: 0.6667
307/849, train_loss: 0.6641
308/849, train_loss: 0.6904
309/849, train_loss: 0.6045
310/849, train_loss: 0.6492
311/849, train_loss: 0.7898
312/849, train_loss: 0.6689
313/849, train_loss: 0.7856
314/849, train_loss: 0.7458
315/849, train_loss: 0.7737
316/849, train_loss: 0.6899
317/849, train_loss: 0.6768
318/849, train_loss: 0.7800
319/849, train_loss: 0.7551
320/849, train_loss: 0.7458
321/849, train_loss: 0.6265
322/849, train_loss: 0.5996
323/849, train_loss: 0.6436
324/849, train_loss: 0.6462
325/849, train_loss: 0.6377
326/849, train_loss: 0.7046
327/849, train_loss: 0.6211
328/849, train_loss: 0.7947
329/849, train_loss: 0.5994
330/849, train_loss: 0.8269
331/849, train_loss: 0.8486
332/849, train_loss: 0.8323
333/849, train_loss: 0.6282
334/849, train_loss: 0.7429
335/849, train_loss: 0.5752
336/849, train_loss: 0.6687
337/849, train_loss: 0.5977
338/849, train_loss: 0.5784
339/849, train_loss: 0.8157
340/849, train_loss: 0.6199
341/849, train_loss: 0.7932
342/849, train_loss: 0.7495
343/849, train_loss: 0.7949
344/849, train_loss: 0.8232
345/849, train_loss: 0.6035
346/849, train_loss: 0.6213
347/849, train_loss: 0.6221
348/849, train_loss: 0.7234
349/849, train_loss: 0.6333
350/849, train_loss: 0.6201
351/849, train_loss: 0.7881
352/849, train_loss: 0.5952
353/849, train_loss: 0.7349
354/849, train_loss: 0.7407
355/849, train_loss: 0.5804
356/849, train_loss: 0.5879
357/849, train_loss: 0.8240
358/849, train_loss: 0.6980
359/849, train_loss: 0.6675
360/849, train_loss: 0.6619
361/849, train_loss: 0.6521
362/849, train_loss: 0.5381
363/849, train_loss: 0.8008
364/849, train_loss: 0.8210
365/849, train_loss: 0.6204
366/849, train_loss: 0.7258
367/849, train_loss: 0.6826
368/849, train_loss: 0.6348
369/849, train_loss: 0.6355
370/849, train_loss: 0.6987
371/849, train_loss: 0.5952
372/849, train_loss: 0.7192
373/849, train_loss: 0.6892
374/849, train_loss: 0.6169
375/849, train_loss: 0.7178
376/849, train_loss: 0.7056
377/849, train_loss: 0.5581
378/849, train_loss: 0.7417
379/849, train_loss: 0.7876
380/849, train_loss: 0.5658
381/849, train_loss: 0.5792
382/849, train_loss: 0.7234
383/849, train_loss: 0.5741
384/849, train_loss: 0.5417
385/849, train_loss: 0.6409
386/849, train_loss: 0.8596
387/849, train_loss: 0.8599
388/849, train_loss: 0.5182
389/849, train_loss: 0.7114
390/849, train_loss: 0.7913
391/849, train_loss: 0.8718
392/849, train_loss: 0.6499
393/849, train_loss: 0.8591
394/849, train_loss: 0.8525
395/849, train_loss: 0.5906
396/849, train_loss: 0.8218
397/849, train_loss: 0.6194
398/849, train_loss: 0.7478
399/849, train_loss: 0.6233
400/849, train_loss: 0.5759
401/849, train_loss: 0.5813
402/849, train_loss: 0.6338
403/849, train_loss: 0.6704
404/849, train_loss: 0.6472
405/849, train_loss: 0.6206
406/849, train_loss: 0.6394
407/849, train_loss: 0.7793
408/849, train_loss: 0.7510
409/849, train_loss: 0.7678
410/849, train_loss: 0.5981
411/849, train_loss: 0.6105
412/849, train_loss: 0.6323
413/849, train_loss: 0.7991
414/849, train_loss: 0.5867
415/849, train_loss: 0.7896
416/849, train_loss: 0.7021
417/849, train_loss: 0.7065
418/849, train_loss: 0.5519
419/849, train_loss: 0.7812
420/849, train_loss: 0.7969
421/849, train_loss: 0.6399
422/849, train_loss: 0.6433
423/849, train_loss: 0.7170
424/849, train_loss: 0.6731
425/849, train_loss: 0.6704
426/849, train_loss: 0.7202
427/849, train_loss: 0.6704
428/849, train_loss: 0.6489
429/849, train_loss: 0.6572
430/849, train_loss: 0.6807
431/849, train_loss: 0.7346
432/849, train_loss: 0.6079
433/849, train_loss: 0.5979
434/849, train_loss: 0.6323
435/849, train_loss: 0.5928
436/849, train_loss: 0.7920
437/849, train_loss: 0.6174
438/849, train_loss: 0.6091
439/849, train_loss: 0.7292
440/849, train_loss: 0.8281
441/849, train_loss: 0.5842
442/849, train_loss: 0.7053
443/849, train_loss: 0.5510
444/849, train_loss: 0.5383
445/849, train_loss: 0.6760
446/849, train_loss: 0.5273
447/849, train_loss: 0.5074
448/849, train_loss: 0.7229
449/849, train_loss: 0.9839
450/849, train_loss: 0.6350
451/849, train_loss: 0.7502
452/849, train_loss: 0.5520
453/849, train_loss: 0.7002
454/849, train_loss: 0.8379
455/849, train_loss: 0.9868
456/849, train_loss: 0.5786
457/849, train_loss: 0.6680
458/849, train_loss: 1.0054
459/849, train_loss: 0.7155
460/849, train_loss: 0.6855
461/849, train_loss: 0.5244
462/849, train_loss: 0.9419
463/849, train_loss: 0.6543
464/849, train_loss: 0.5583
465/849, train_loss: 0.8098
466/849, train_loss: 0.8477
467/849, train_loss: 0.6667
468/849, train_loss: 0.4996
469/849, train_loss: 0.5552
470/849, train_loss: 0.5978
471/849, train_loss: 0.8313
472/849, train_loss: 0.6083
473/849, train_loss: 0.8049
474/849, train_loss: 0.6877
475/849, train_loss: 0.8984
476/849, train_loss: 0.7820
477/849, train_loss: 0.6970
478/849, train_loss: 0.8186
479/849, train_loss: 0.7351
480/849, train_loss: 0.7708
481/849, train_loss: 0.4976
482/849, train_loss: 0.6687
483/849, train_loss: 0.6772
484/849, train_loss: 0.7139
485/849, train_loss: 0.6768
486/849, train_loss: 0.7078
487/849, train_loss: 0.5945
488/849, train_loss: 0.7178
489/849, train_loss: 0.7207
490/849, train_loss: 0.7498
491/849, train_loss: 0.7002
492/849, train_loss: 0.7261
493/849, train_loss: 0.6855
494/849, train_loss: 0.6914
495/849, train_loss: 0.6975
496/849, train_loss: 0.6843
497/849, train_loss: 0.7498
498/849, train_loss: 0.6470
499/849, train_loss: 0.6265
500/849, train_loss: 0.7346
501/849, train_loss: 0.7786
502/849, train_loss: 0.7249
503/849, train_loss: 0.7893
504/849, train_loss: 0.8352
505/849, train_loss: 0.6445
506/849, train_loss: 0.7854
507/849, train_loss: 0.6100
508/849, train_loss: 0.6348
509/849, train_loss: 0.7554
510/849, train_loss: 0.6433
511/849, train_loss: 0.5477
512/849, train_loss: 0.5842
513/849, train_loss: 0.7979
514/849, train_loss: 0.6450
515/849, train_loss: 0.6780
516/849, train_loss: 0.6074
517/849, train_loss: 0.6631
518/849, train_loss: 0.5991
519/849, train_loss: 0.8232
520/849, train_loss: 0.7083
521/849, train_loss: 0.7134
522/849, train_loss: 0.5684
523/849, train_loss: 0.5962
524/849, train_loss: 0.5771
525/849, train_loss: 0.8625
526/849, train_loss: 0.5923
527/849, train_loss: 0.5457
528/849, train_loss: 0.8389
529/849, train_loss: 0.6785
530/849, train_loss: 0.7876
531/849, train_loss: 0.6338
532/849, train_loss: 0.5723
533/849, train_loss: 0.5825
534/849, train_loss: 0.8276
535/849, train_loss: 0.6919
536/849, train_loss: 0.7441
537/849, train_loss: 0.8516
538/849, train_loss: 0.6067
539/849, train_loss: 0.5935
540/849, train_loss: 0.5742
541/849, train_loss: 0.5684
542/849, train_loss: 0.5420
543/849, train_loss: 0.8630
544/849, train_loss: 0.7651
545/849, train_loss: 0.7861
546/849, train_loss: 0.6616
547/849, train_loss: 0.5289
548/849, train_loss: 0.7422
549/849, train_loss: 0.7495
550/849, train_loss: 0.5566
551/849, train_loss: 0.6855
552/849, train_loss: 0.5228
553/849, train_loss: 0.5942
554/849, train_loss: 0.6855
555/849, train_loss: 0.5217
556/849, train_loss: 0.4905
557/849, train_loss: 0.6886
558/849, train_loss: 0.8943
559/849, train_loss: 0.4976
560/849, train_loss: 0.4885
561/849, train_loss: 0.6736
562/849, train_loss: 1.0298
563/849, train_loss: 0.6641
564/849, train_loss: 0.7343
565/849, train_loss: 0.8105
566/849, train_loss: 0.4674
567/849, train_loss: 0.6737
568/849, train_loss: 0.4611
569/849, train_loss: 0.6130
570/849, train_loss: 0.4366
571/849, train_loss: 0.7500
572/849, train_loss: 0.7505
573/849, train_loss: 1.0601
574/849, train_loss: 1.0493
575/849, train_loss: 0.7373
576/849, train_loss: 0.7319
577/849, train_loss: 0.6761
578/849, train_loss: 0.4973
579/849, train_loss: 0.9800
580/849, train_loss: 0.5012
581/849, train_loss: 0.7869
582/849, train_loss: 0.5005
583/849, train_loss: 0.9087
584/849, train_loss: 0.8738
585/849, train_loss: 0.6055
586/849, train_loss: 0.7373
587/849, train_loss: 0.8357
588/849, train_loss: 0.5818
589/849, train_loss: 0.5876
590/849, train_loss: 0.5967
591/849, train_loss: 0.5913
592/849, train_loss: 0.8088
593/849, train_loss: 0.5796
594/849, train_loss: 0.6050
595/849, train_loss: 0.6636
596/849, train_loss: 0.6655
597/849, train_loss: 0.6709
598/849, train_loss: 0.7085
599/849, train_loss: 0.5942
600/849, train_loss: 0.7925
601/849, train_loss: 0.5334
602/849, train_loss: 0.6133
603/849, train_loss: 0.5925
604/849, train_loss: 0.6322
605/849, train_loss: 0.7881
606/849, train_loss: 0.7351
607/849, train_loss: 0.5618
608/849, train_loss: 0.8188
609/849, train_loss: 0.4321
610/849, train_loss: 0.4802
611/849, train_loss: 0.8472
612/849, train_loss: 0.6255
613/849, train_loss: 0.6531
614/849, train_loss: 0.6677
615/849, train_loss: 0.7371
616/849, train_loss: 0.5708
617/849, train_loss: 0.7908
618/849, train_loss: 0.5852
619/849, train_loss: 0.6338
620/849, train_loss: 0.5779
621/849, train_loss: 0.6492
622/849, train_loss: 0.8409
623/849, train_loss: 0.5773
624/849, train_loss: 0.5781
625/849, train_loss: 0.5579
626/849, train_loss: 0.5179
627/849, train_loss: 0.5382
628/849, train_loss: 0.8555
629/849, train_loss: 0.7085
630/849, train_loss: 0.9114
631/849, train_loss: 0.6310
632/849, train_loss: 0.8623
633/849, train_loss: 0.4816
634/849, train_loss: 0.6794
635/849, train_loss: 0.5679
636/849, train_loss: 0.8333
637/849, train_loss: 0.8445
638/849, train_loss: 0.6897
639/849, train_loss: 0.7979
640/849, train_loss: 0.6323
641/849, train_loss: 0.4580
642/849, train_loss: 0.5710
643/849, train_loss: 0.6849
644/849, train_loss: 0.4021
645/849, train_loss: 0.4996
646/849, train_loss: 0.4146
647/849, train_loss: 0.7300
648/849, train_loss: 0.8063
649/849, train_loss: 0.6765
650/849, train_loss: 0.8655
651/849, train_loss: 0.5123
652/849, train_loss: 0.7693
653/849, train_loss: 0.7463
654/849, train_loss: 0.7341
655/849, train_loss: 0.8838
656/849, train_loss: 0.4434
657/849, train_loss: 0.6421
658/849, train_loss: 0.6118
659/849, train_loss: 0.8483
660/849, train_loss: 0.6277
661/849, train_loss: 0.7925
662/849, train_loss: 0.5732
663/849, train_loss: 0.6328
664/849, train_loss: 0.7891
665/849, train_loss: 0.5972
666/849, train_loss: 0.7834
667/849, train_loss: 0.6403
668/849, train_loss: 0.7830
669/849, train_loss: 0.8115
670/849, train_loss: 0.6772
671/849, train_loss: 0.5713
672/849, train_loss: 0.6516
673/849, train_loss: 0.6829
674/849, train_loss: 0.7876
675/849, train_loss: 0.5250
676/849, train_loss: 0.6287
677/849, train_loss: 0.5930
678/849, train_loss: 0.6558
679/849, train_loss: 0.6362
680/849, train_loss: 0.6989
681/849, train_loss: 0.5952
682/849, train_loss: 0.8735
683/849, train_loss: 0.7209
684/849, train_loss: 0.7104
685/849, train_loss: 0.8105
686/849, train_loss: 0.5669
687/849, train_loss: 0.5918
688/849, train_loss: 0.8433
689/849, train_loss: 0.7690
690/849, train_loss: 0.5762
691/849, train_loss: 0.5706
692/849, train_loss: 0.8938
693/849, train_loss: 0.6316
694/849, train_loss: 0.5486
695/849, train_loss: 0.5627
696/849, train_loss: 0.5646
697/849, train_loss: 0.5503
698/849, train_loss: 0.8953
699/849, train_loss: 0.9082
700/849, train_loss: 0.5292
701/849, train_loss: 0.9221
702/849, train_loss: 0.6812
703/849, train_loss: 0.8171
704/849, train_loss: 0.5573
705/849, train_loss: 0.4912
706/849, train_loss: 0.5582
707/849, train_loss: 0.8679
708/849, train_loss: 0.8613
709/849, train_loss: 0.6299
710/849, train_loss: 0.8379
711/849, train_loss: 0.6210
712/849, train_loss: 0.5319
713/849, train_loss: 0.7886
714/849, train_loss: 0.6003
715/849, train_loss: 0.5740
716/849, train_loss: 0.7839
717/849, train_loss: 0.7583
718/849, train_loss: 0.6731
719/849, train_loss: 0.6602
720/849, train_loss: 0.5730
721/849, train_loss: 0.6182
722/849, train_loss: 0.7014
723/849, train_loss: 0.6833
724/849, train_loss: 0.6763
725/849, train_loss: 0.9268
726/849, train_loss: 0.6675
727/849, train_loss: 0.5238
728/849, train_loss: 0.6252
729/849, train_loss: 0.7698
730/849, train_loss: 0.7737
731/849, train_loss: 0.7947
732/849, train_loss: 0.7026
733/849, train_loss: 0.6589
734/849, train_loss: 0.5271
735/849, train_loss: 0.7319
736/849, train_loss: 0.7285
737/849, train_loss: 0.6665
738/849, train_loss: 0.5647
739/849, train_loss: 0.7686
740/849, train_loss: 0.5471
741/849, train_loss: 0.6816
742/849, train_loss: 0.7148
743/849, train_loss: 0.7151
744/849, train_loss: 0.7051
745/849, train_loss: 0.8850
746/849, train_loss: 0.6113
747/849, train_loss: 0.7285
748/849, train_loss: 0.7633
749/849, train_loss: 0.6035
750/849, train_loss: 0.7361
751/849, train_loss: 0.7083
752/849, train_loss: 0.6716
753/849, train_loss: 0.6021
754/849, train_loss: 0.6582
755/849, train_loss: 0.5911
756/849, train_loss: 0.7878
757/849, train_loss: 0.7659
758/849, train_loss: 0.7786
759/849, train_loss: 0.7925
760/849, train_loss: 0.5505
761/849, train_loss: 0.6218
762/849, train_loss: 0.5596
763/849, train_loss: 0.6221
764/849, train_loss: 0.8195
765/849, train_loss: 0.7710
766/849, train_loss: 0.6208
767/849, train_loss: 0.6560
768/849, train_loss: 0.5879
769/849, train_loss: 0.6396
770/849, train_loss: 0.7710
771/849, train_loss: 0.7456
772/849, train_loss: 0.6299
773/849, train_loss: 0.6470
774/849, train_loss: 0.7637
775/849, train_loss: 0.7510
776/849, train_loss: 0.6531
777/849, train_loss: 0.7703
778/849, train_loss: 0.6711
779/849, train_loss: 0.7039
780/849, train_loss: 0.5625
781/849, train_loss: 0.7224
782/849, train_loss: 0.6826
783/849, train_loss: 0.7600
784/849, train_loss: 0.6851
785/849, train_loss: 0.6953
786/849, train_loss: 0.6318
787/849, train_loss: 0.6262
788/849, train_loss: 0.6897
789/849, train_loss: 0.6748
790/849, train_loss: 0.5522
791/849, train_loss: 0.6658
792/849, train_loss: 0.6355
793/849, train_loss: 0.5938
794/849, train_loss: 0.8245
795/849, train_loss: 0.5984
796/849, train_loss: 0.6135
797/849, train_loss: 0.7896
798/849, train_loss: 0.6172
799/849, train_loss: 1.0271
800/849, train_loss: 0.8269
801/849, train_loss: 0.5518
802/849, train_loss: 0.5894
803/849, train_loss: 0.8406
804/849, train_loss: 0.5759
805/849, train_loss: 0.8352
806/849, train_loss: 0.5116
807/849, train_loss: 0.5758
808/849, train_loss: 0.6594
809/849, train_loss: 0.5416
810/849, train_loss: 0.5361
811/849, train_loss: 0.5079
812/849, train_loss: 1.1213
813/849, train_loss: 0.7823
814/849, train_loss: 0.4344
815/849, train_loss: 0.4402
816/849, train_loss: 0.4774
817/849, train_loss: 0.8035
818/849, train_loss: 0.6968
819/849, train_loss: 0.3615
820/849, train_loss: 1.2964
821/849, train_loss: 0.6642
822/849, train_loss: 0.7589
823/849, train_loss: 1.1541
824/849, train_loss: 1.0676
825/849, train_loss: 0.9609
826/849, train_loss: 1.0105
827/849, train_loss: 0.5991
828/849, train_loss: 0.7683
829/849, train_loss: 0.6064
830/849, train_loss: 0.6770
831/849, train_loss: 0.6694
832/849, train_loss: 0.6621
833/849, train_loss: 0.6494
834/849, train_loss: 0.6086
835/849, train_loss: 1.0601
836/849, train_loss: 0.8569
837/849, train_loss: 0.6615
838/849, train_loss: 0.5443
839/849, train_loss: 0.8015
840/849, train_loss: 0.9211
841/849, train_loss: 0.4919
842/849, train_loss: 0.9441
843/849, train_loss: 0.5034
844/849, train_loss: 0.4991
845/849, train_loss: 0.9539
846/849, train_loss: 0.4757
847/849, train_loss: 0.9402
848/849, train_loss: 0.9453
849/849, train_loss: 0.5017
epoch 22 average loss: 0.6897
Epoch time duration: 546.117972612381
current epoch: 22 current accuracy: 0.5217 best accuracy: 0.5217 at epoch 22
----------
epoch 23
1/849, train_loss: 0.7173
2/849, train_loss: 0.6715
3/849, train_loss: 0.7195
4/849, train_loss: 0.7175
5/849, train_loss: 0.5355
6/849, train_loss: 0.7888
7/849, train_loss: 0.6412
8/849, train_loss: 0.6385
9/849, train_loss: 0.6921
10/849, train_loss: 0.6960
11/849, train_loss: 0.5520
12/849, train_loss: 0.8389
13/849, train_loss: 0.5696
14/849, train_loss: 0.8347
15/849, train_loss: 0.7249
16/849, train_loss: 0.8040
17/849, train_loss: 0.8276
18/849, train_loss: 0.5684
19/849, train_loss: 0.6526
20/849, train_loss: 0.7913
21/849, train_loss: 0.5955
22/849, train_loss: 0.6355
23/849, train_loss: 0.7744
24/849, train_loss: 0.6230
25/849, train_loss: 0.6694
26/849, train_loss: 0.6577
27/849, train_loss: 0.6592
28/849, train_loss: 0.7410
29/849, train_loss: 0.6541
30/849, train_loss: 0.6042
31/849, train_loss: 0.6223
32/849, train_loss: 0.6904
33/849, train_loss: 0.7551
34/849, train_loss: 0.7134
35/849, train_loss: 0.7224
36/849, train_loss: 0.6411
37/849, train_loss: 0.6250
38/849, train_loss: 0.6719
39/849, train_loss: 0.7141
40/849, train_loss: 0.5457
41/849, train_loss: 0.6506
42/849, train_loss: 0.6533
43/849, train_loss: 0.6416
44/849, train_loss: 0.5842
45/849, train_loss: 0.6243
46/849, train_loss: 0.5851
47/849, train_loss: 0.4685
48/849, train_loss: 0.8474
49/849, train_loss: 0.6533
50/849, train_loss: 0.5277
51/849, train_loss: 0.7708
52/849, train_loss: 0.8420
53/849, train_loss: 0.5647
54/849, train_loss: 0.5381
55/849, train_loss: 0.5720
56/849, train_loss: 0.5413
57/849, train_loss: 0.5426
58/849, train_loss: 0.6570
59/849, train_loss: 0.5730
60/849, train_loss: 0.4716
61/849, train_loss: 0.8169
62/849, train_loss: 0.7920
63/849, train_loss: 0.7727
64/849, train_loss: 0.6697
65/849, train_loss: 0.6925
66/849, train_loss: 0.8477
67/849, train_loss: 0.7253
68/849, train_loss: 0.4617
69/849, train_loss: 0.8750
70/849, train_loss: 0.8540
71/849, train_loss: 0.4806
72/849, train_loss: 0.9966
73/849, train_loss: 0.4685
74/849, train_loss: 0.4493
75/849, train_loss: 0.7563
76/849, train_loss: 0.9587
77/849, train_loss: 0.9304
78/849, train_loss: 0.9092
79/849, train_loss: 0.5425
80/849, train_loss: 0.5371
81/849, train_loss: 0.5582
82/849, train_loss: 0.6858
83/849, train_loss: 0.5398
84/849, train_loss: 0.8657
85/849, train_loss: 0.6722
86/849, train_loss: 0.5577
87/849, train_loss: 0.5627
88/849, train_loss: 0.9243
89/849, train_loss: 0.7705
90/849, train_loss: 0.8389
91/849, train_loss: 0.7383
92/849, train_loss: 0.6392
93/849, train_loss: 0.6926
94/849, train_loss: 0.7920
95/849, train_loss: 0.5162
96/849, train_loss: 0.8643
97/849, train_loss: 0.4746
98/849, train_loss: 0.6042
99/849, train_loss: 0.7576
100/849, train_loss: 0.6595
101/849, train_loss: 0.7422
102/849, train_loss: 0.6670
103/849, train_loss: 0.6396
104/849, train_loss: 0.6829
105/849, train_loss: 0.7759
106/849, train_loss: 0.7524
107/849, train_loss: 0.8103
108/849, train_loss: 0.6653
109/849, train_loss: 0.6780
110/849, train_loss: 0.6963
111/849, train_loss: 0.6855
112/849, train_loss: 0.7048
113/849, train_loss: 0.6443
114/849, train_loss: 0.7017
115/849, train_loss: 0.7119
116/849, train_loss: 0.5962
117/849, train_loss: 0.5686
118/849, train_loss: 0.6997
119/849, train_loss: 0.7002
120/849, train_loss: 0.6880
121/849, train_loss: 0.6372
122/849, train_loss: 0.6879
123/849, train_loss: 0.7563
124/849, train_loss: 0.5735
125/849, train_loss: 0.5355
126/849, train_loss: 0.6162
127/849, train_loss: 0.7698
128/849, train_loss: 0.6909
129/849, train_loss: 0.5999
130/849, train_loss: 0.6460
131/849, train_loss: 0.4215
132/849, train_loss: 0.9082
133/849, train_loss: 0.6007
134/849, train_loss: 0.7983
135/849, train_loss: 0.4180
136/849, train_loss: 0.8857
137/849, train_loss: 0.6094
138/849, train_loss: 0.5613
139/849, train_loss: 0.8237
140/849, train_loss: 0.7981
141/849, train_loss: 0.6724
142/849, train_loss: 0.5137
143/849, train_loss: 0.7737
144/849, train_loss: 0.6433
145/849, train_loss: 0.6692
146/849, train_loss: 0.9829
147/849, train_loss: 0.7126
148/849, train_loss: 0.6919
149/849, train_loss: 0.6243
150/849, train_loss: 0.6848
151/849, train_loss: 0.7007
152/849, train_loss: 0.7449
153/849, train_loss: 0.3888
154/849, train_loss: 0.6152
155/849, train_loss: 0.6577
156/849, train_loss: 0.7058
157/849, train_loss: 0.8201
158/849, train_loss: 0.7310
159/849, train_loss: 0.6548
160/849, train_loss: 0.7341
161/849, train_loss: 0.7646
162/849, train_loss: 0.6963
163/849, train_loss: 0.6340
164/849, train_loss: 0.7537
165/849, train_loss: 0.6252
166/849, train_loss: 0.5516
167/849, train_loss: 0.8284
168/849, train_loss: 0.5990
169/849, train_loss: 0.3323
170/849, train_loss: 0.8354
171/849, train_loss: 0.8152
172/849, train_loss: 0.5967
173/849, train_loss: 0.8574
174/849, train_loss: 0.7114
175/849, train_loss: 0.7871
176/849, train_loss: 0.6276
177/849, train_loss: 0.6047
178/849, train_loss: 0.8433
179/849, train_loss: 0.5305
180/849, train_loss: 0.4032
181/849, train_loss: 0.6379
182/849, train_loss: 0.7854
183/849, train_loss: 0.6174
184/849, train_loss: 0.8403
185/849, train_loss: 0.5374
186/849, train_loss: 0.7776
187/849, train_loss: 0.6421
188/849, train_loss: 0.3384
189/849, train_loss: 0.6616
190/849, train_loss: 0.7908
191/849, train_loss: 0.6323
192/849, train_loss: 0.6687
193/849, train_loss: 0.5593
194/849, train_loss: 0.7229
195/849, train_loss: 0.8289
196/849, train_loss: 0.4786
197/849, train_loss: 0.8650
198/849, train_loss: 0.7686
199/849, train_loss: 0.5549
200/849, train_loss: 0.5389
201/849, train_loss: 0.8081
202/849, train_loss: 0.5251
203/849, train_loss: 0.9614
204/849, train_loss: 0.5876
205/849, train_loss: 0.9068
206/849, train_loss: 0.7212
207/849, train_loss: 0.6692
208/849, train_loss: 0.8372
209/849, train_loss: 0.7786
210/849, train_loss: 0.6545
211/849, train_loss: 0.7700
212/849, train_loss: 0.6433
213/849, train_loss: 0.5620
214/849, train_loss: 0.6792
215/849, train_loss: 0.7883
216/849, train_loss: 0.6255
217/849, train_loss: 0.7825
218/849, train_loss: 0.5874
219/849, train_loss: 0.7517
220/849, train_loss: 0.6348
221/849, train_loss: 0.5468
222/849, train_loss: 0.7974
223/849, train_loss: 0.5385
224/849, train_loss: 0.6321
225/849, train_loss: 0.7100
226/849, train_loss: 0.6084
227/849, train_loss: 0.5557
228/849, train_loss: 0.7490
229/849, train_loss: 0.8623
230/849, train_loss: 0.7478
231/849, train_loss: 0.5527
232/849, train_loss: 0.6721
233/849, train_loss: 0.7949
234/849, train_loss: 0.7822
235/849, train_loss: 0.6970
236/849, train_loss: 0.7961
237/849, train_loss: 0.6613
238/849, train_loss: 0.5779
239/849, train_loss: 0.6562
240/849, train_loss: 0.7297
241/849, train_loss: 0.7788
242/849, train_loss: 0.7495
243/849, train_loss: 0.6704
244/849, train_loss: 0.6372
245/849, train_loss: 0.5735
246/849, train_loss: 0.6897
247/849, train_loss: 0.6943
248/849, train_loss: 0.6826
249/849, train_loss: 0.7339
250/849, train_loss: 0.7822
251/849, train_loss: 0.6311
252/849, train_loss: 0.6724
253/849, train_loss: 0.6792
254/849, train_loss: 0.9189
255/849, train_loss: 0.7917
256/849, train_loss: 0.7842
257/849, train_loss: 0.7744
258/849, train_loss: 0.6118
259/849, train_loss: 0.5957
260/849, train_loss: 0.7495
261/849, train_loss: 0.7166
262/849, train_loss: 0.6333
263/849, train_loss: 0.7688
264/849, train_loss: 0.5645
265/849, train_loss: 0.6335
266/849, train_loss: 1.0283
267/849, train_loss: 0.6958
268/849, train_loss: 0.6982
269/849, train_loss: 0.6272
270/849, train_loss: 0.6624
271/849, train_loss: 0.7168
272/849, train_loss: 0.6096
273/849, train_loss: 0.7798
274/849, train_loss: 0.6479
275/849, train_loss: 0.7927
276/849, train_loss: 0.7793
277/849, train_loss: 0.7969
278/849, train_loss: 0.7917
279/849, train_loss: 0.8057
280/849, train_loss: 0.7805
281/849, train_loss: 0.6370
282/849, train_loss: 0.6123
283/849, train_loss: 0.6074
284/849, train_loss: 0.7476
285/849, train_loss: 0.6572
286/849, train_loss: 0.6672
287/849, train_loss: 0.8098
288/849, train_loss: 0.7268
